model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,vina_score_median,vina_score_mean,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate
own,LAT_MYCTU_1_449_0,100,1.0,1.0,0.5452167581242381,6.2842579478786975,0.036667699999999866,1.0,0.98,0.99,-3.7135,-2.6900300000000006,0.76,0.84,0.6,389.4401125818064,0.1017603714510158,100,0.28,0.5067674197352037,0.15,,-6.276,,,0.0,0.0
own,GUX1_HYPJE_18_451_0,100,1.0,1.0,0.7164686955584207,7.582505549046151,1.2016449000000007,1.0,1.0,1.0,,,0.26,0.0,1.0,408.43686050346327,0.04702896200053491,100,0.24,0.36921001557387545,0.09,,,,,0.0,0.0
own,UPPS_ECOLI_1_253_0,100,1.0,1.0,0.6236545212224484,6.9723514239036755,0.7707446000000003,1.0,0.94,0.98,-5.4385,-5.531179999999999,0.45,0.02,0.98,562.2477151368604,0.03446144198719849,100,0.88,0.8738507573571677,0.77,,-7.711,,,0.0,0.0
own,ABL2_HUMAN_274_551_0,100,1.0,1.0,0.5586036214338354,7.262975915855101,1.5132736,1.0,0.98,1.0,-8.198,-7.761539999999999,0.23,0.0,1.0,718.7158911226828,0.08982609038967829,100,0.23,0.28694708548771486,0.12,,-8.209,,,0.0,0.0
own,NQO1_HUMAN_2_274_0__1gg5_A_rec,100,1.0,1.0,0.5403738054993501,7.2028564802575135,0.37973910000000005,1.0,0.88,0.95,-4.7105,-4.36903,0.1134020618556701,0.15,0.91,1038.3294294060952,0.0663020570679683,100,0.99,0.8871066532833297,0.9696969696969697,,-5.798,,,0.0,0.0
own,PYRD_TRYCC_2_314_catalytic_0__2e6d_A_rec,100,1.0,1.0,0.5050204712074521,5.920522323674432,-0.5685023000000001,1.0,1.0,0.97,-4.77,-4.55507,0.45454545454545453,0.07,0.94,461.54079347474186,0.0975311133895961,100,0.55,0.7790610945233843,0.4,,-4.835,,,0.0,0.0
own,AROE_THET8_1_263_0,100,1.0,1.0,0.5007384290702709,5.914796423176348,-0.5625701000000001,1.0,0.97,0.94,-4.1145,-2.21205,0.494949494949495,0.85,0.83,486.2375146201628,0.08369482250617781,100,0.55,0.7785576149573162,0.39,,-5.533,,,0.0,0.0
own,CDK6_HUMAN_1_312_0__2f2c_B_rec,100,1.0,1.0,0.6563759740400762,6.325451086038791,0.46724589999999977,1.0,1.0,0.19,-8.167,-8.09393,0.26,0.0,1.0,623.1020320698772,0.07494337769721066,100,0.49,0.6456872038011827,0.49,,-7.547,,,0.0,0.0
own,NEP_HUMAN_54_750_0,100,1.0,1.0,0.43147824497653997,7.121232748336037,-0.6025839,1.0,0.44,1.0,-6.0685,-5.944420000000001,0.20408163265306123,0.29,0.71,1349.0057865818142,0.06081766303232014,100,0.96,0.8165825764337877,0.66,,-8.689,,,0.0,0.0
own,NOS3_HUMAN_65_480_0__1rs9_A_rec,100,1.0,1.0,0.4985644221610498,6.797745136819008,-0.32020170000000014,1.0,1.0,0.99,-3.2915,-2.97539,0.45454545454545453,0.12,0.92,546.0398740229994,0.017758557276550797,100,1.0,0.889595567099319,0.76,,-3.024,,,0.0,0.0
own,FKB1A_HUMAN_2_108_0,100,1.0,1.0,0.2411730391281863,7.317103810985467,0.23295199999999988,1.0,0.11,1.0,-5.1615,-5.13168,0.03125,0.07,0.93,1529.4852750016637,0.05790250628876398,100,0.82,0.5945284368162966,0.77,,-7.352,,,0.0,0.0
own,RG1_RAUSE_1_513_0,100,1.0,1.0,0.3913299225178911,6.742511435584314,-0.5063105,1.0,0.28,0.8,-5.707,-5.583,0.16,0.08,0.95,1253.6076832845988,0.06328020189130763,100,0.94,0.8623203409565541,0.83,,-8.156,,,0.0,0.0
own,CONA_CANCT_1_237_0,100,1.0,1.0,0.5547927254970756,6.133189566745005,-0.059051400000000115,1.0,0.89,0.9,-5.0165,-4.87529,0.42,0.0,1.0,581.7403522223422,0.1236039424960007,100,0.38,0.4174874765505592,0.33,,-5.215,,,0.0,0.0
own,IDHP_HUMAN_40_452_0,100,1.0,1.0,0.4577825459574829,7.167903759844676,0.7466331000000003,1.0,0.67,0.96,,,0.1414141414141414,4.94,0.33,1302.292744542122,0.04456378760125472,100,1.0,0.8975936221588235,0.97,,,,,0.0,0.0
own,CHIB_SERMA_1_499_0__1h0i_A_rec,100,1.0,1.0,0.480464254186684,6.6845409420226245,-0.5553400000000001,1.0,0.98,0.99,,,0.06382978723404255,1.28,0.48,976.2520342447738,0.04094651754938042,100,0.98,0.8929071429715362,0.85,,,,,0.0,0.0
own,PNTM_STRAE_2_398_0,100,1.0,1.0,0.5547345277724463,7.062890932697119,-0.08370300000000017,1.0,0.99,1.0,,,0.44,0.12,0.91,658.2757967577073,0.08518647667860403,100,0.82,0.7808941951409334,0.75,,,,,0.0,0.0
own,P2Y12_HUMAN_1_342_0,100,1.0,1.0,0.39442738445249853,7.126984322711533,0.5976704,1.0,0.52,0.96,-4.878,-2.6468500000000006,0.2,1.67,0.41,1120.8618646086811,0.05190493164505686,100,1.0,0.8959418105293474,0.88,,-10.428,,,0.0,0.0
